tpms_type,unit_cell_size_mm,wall_thickness_mm,porosity_min,porosity_max,func_degree,stl_path,compressive_strength_MPa,tensile_strength_MPa,max_force_N,cross_sectional_area_m2,energy_absorption_J,max_displacement_mm,max_strain,status
gyroid,9.0,3.0,0.4,0.6,1,gyroid_outputs/gyroid_20251203_030522.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.4,0.6,2,gyroid_outputs/gyroid_20251203_030525.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.4,0.7,1,gyroid_outputs/gyroid_20251203_030528.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.4,0.7,2,gyroid_outputs/gyroid_20251203_030531.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.4,0.8,1,gyroid_outputs/gyroid_20251203_030534.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.4,0.8,2,gyroid_outputs/gyroid_20251203_030537.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.4,0.9,1,gyroid_outputs/gyroid_20251203_030540.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.4,0.9,2,gyroid_outputs/gyroid_20251203_030542.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.5,0.5,1,gyroid_outputs/gyroid_20251203_030545.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.5,0.5,2,gyroid_outputs/gyroid_20251203_030548.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.5,0.6,1,gyroid_outputs/gyroid_20251203_030551.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.5,0.6,2,gyroid_outputs/gyroid_20251203_030554.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.5,0.7,1,gyroid_outputs/gyroid_20251203_030557.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.5,0.7,2,gyroid_outputs/gyroid_20251203_030559.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.5,0.8,1,gyroid_outputs/gyroid_20251203_030602.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.5,0.8,2,gyroid_outputs/gyroid_20251203_030605.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.5,0.9,1,gyroid_outputs/gyroid_20251203_030608.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,9.0,3.0,0.5,0.9,2,gyroid_outputs/gyroid_20251203_030611.stl,11.468563839259005,1.7504650070447954,5000.0,0.00043597437918809677,0.023946360724814746,0.009578544289925899,0.00045874255357036017,success
gyroid,10.0,3.0,0.2,0.5,1,gyroid_outputs/gyroid_20251203_030613.stl,8.680556415196538,1.3249270317931556,5000.0,0.0005759999429583564,0.02083333436490249,0.008333333745960996,0.00034722225660786154,success
gyroid,10.0,3.0,0.2,0.5,2,gyroid_outputs/gyroid_20251203_030616.stl,8.680556415196538,1.3249270317931556,5000.0,0.0005759999429583564,0.02083333436490249,0.008333333745960996,0.00034722225660786154,success
gyroid,10.0,3.0,0.2,0.6,1,gyroid_outputs/gyroid_20251203_030619.stl,8.680556415196538,1.3249270317931556,5000.0,0.0005759999429583564,0.02083333436490249,0.008333333745960996,0.00034722225660786154,success
